State,County,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and  health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
SC,Darlington,0.013546603,0.037598736,0.21007109,0.012954186,0.143522907,0.109952607,0.007345972,0.012559242,0.066153239,0.21793049,0.103515008,0.037835703,0.027014218,0.251579779,0.172432859,0.233728278,0.09399684,0.248262243
SC,Dillon,0.025588007,0.029378823,0.182648402,0.014990954,0.11958301,0.146291031,0.003446196,0.012320152,0.067028517,0.15206341,0.128543121,0.058413027,0.05970535,0.182303782,0.199017834,0.166709744,0.158266563,0.293702076
SC,Dorchester,0.002139585,0.060643451,0.141383248,0.030899282,0.128138824,0.049906147,0.012286206,0.047924078,0.120998123,0.217896381,0.086817269,0.037803709,0.063163698,0.43159235,0.152776866,0.186590184,0.079873463,0.149167137
SC,Edgefield,0.03175425,0.111312451,0.199240659,0.009319182,0.117007507,0.050306325,0.006557943,0.04521529,0.100526361,0.171800846,0.075588921,0.04996117,0.031409095,0.384243679,0.133229787,0.147985158,0.113124515,0.221416861
SC,Fairfield,,,,,,,,,,,,,,0.234064908,0.23067943,0.0813682,0.13565258,0.318234882
SC,Florence,0.022100902,0.05427799,0.150300179,0.025120247,0.103991855,0.04916968,0.011392761,0.076027806,0.081083453,0.280588421,0.062826949,0.036284801,0.046834954,0.371941158,0.174718253,0.193641821,0.08654285,0.173155918
SC,Georgetown,0.028741866,0.054656027,0.078788348,0.011465758,0.193562132,0.011853114,0.004803223,0.066935234,0.123256895,0.224047103,0.128176325,0.040827394,0.032886582,0.325921909,0.307328788,0.182909823,0.065347072,0.118492408
SC,Greenville,0.002552397,0.061006925,0.147796147,0.023349424,0.115120063,0.047693589,0.018202218,0.069809226,0.143157879,0.23000108,0.073645533,0.043047609,0.024617912,0.459635879,0.145833655,0.20987878,0.070345152,0.114306534
SC,Greenwood,0.007300744,0.044881069,0.234734044,0.015577162,0.098442284,0.047740807,0.006022272,0.054301383,0.049591226,0.252127982,0.092184504,0.059448912,0.037647613,0.337785553,0.165360159,0.142751405,0.106954211,0.247148673
SC,Horry,0.006333118,0.090861264,0.061626366,0.01309244,0.121621172,0.03925734,0.013545281,0.09265931,0.099065682,0.210431331,0.150050279,0.064589812,0.036866605,0.314591477,0.2346317,0.236443065,0.114289139,0.100044618
SC,Jasper,0,0.106716272,0.072645389,0.003459304,0.161216631,0.069512434,0.015207885,0.053260231,0.135369754,0.190392272,0.082501142,0.019254618,0.090464069,0.303309183,0.178839501,0.279746753,0.152601005,0.085503557
SC,Kershaw,0.046025695,0.057426232,0.11128759,0.020824509,0.123747,0.04648454,0.004941409,0.075674149,0.110828745,0.225963575,0.028730764,0.055202598,0.092863194,0.349322321,0.175243541,0.224798814,0.104087251,0.146548073
SC,Lancaster,0.008399869,0.0751832,0.127551132,0.02784644,0.099639068,0.078858143,0.024915236,0.066061468,0.098217215,0.232440118,0.085201794,0.043946188,0.031740129,0.415815378,0.154763207,0.166138029,0.081658099,0.181625287
SC,Laurens,0.002958187,0.084158745,0.176793193,0.02625806,0.100013295,0.081466463,0.014691219,0.037293093,0.104134814,0.258625274,0.039187662,0.050521837,0.023898159,0.29910922,0.191185269,0.168217776,0.10589643,0.235591305
SC,Lexington,0.005279077,0.093927328,0.104395299,0.027914591,0.118359532,0.062863327,0.016919406,0.073213369,0.093830209,0.21795441,0.06311306,0.063570903,0.058659489,0.409083341,0.112331257,0.239889285,0.116770953,0.121925163
SC,Marion,0.010136205,0.078766762,0.149297857,0.009185936,0.14338507,0.069580826,0,0.002111709,0.079189104,0.258895576,0.129764544,0.017104846,0.052581565,0.269665294,0.226903178,0.176644494,0.099883856,0.226903178
SC,Marlboro,0.009174312,0.109096938,0.317784901,0.02907041,0.093069526,0.058030286,0.001215873,0.014922074,0.010611252,0.233447552,0.097933016,0.003205482,0.022438377,0.157621311,0.142699237,0.166464021,0.108212667,0.425002763
SC,Newberry,0.002289001,0.090679657,0.245568729,0.002699847,0.091912196,0.060453105,0.010153774,0.052177486,0.044664867,0.217337716,0.044782251,0.061216105,0.076065266,0.358258012,0.144500528,0.155241225,0.087921118,0.254079117
SC,Oconee,0.014155455,0.081393866,0.194637506,0.025632851,0.090767073,0.058662246,0.02349678,0.030510744,0.094816043,0.213862144,0.100012753,0.04313588,0.028916661,0.312153287,0.243001977,0.144328254,0.102818338,0.197698144
SC,Orangeburg,0.032778728,0.070626652,0.214181309,0.011320168,0.125548126,0.078867983,0.015363085,0.064344581,0.047395428,0.204167315,0.04437879,0.04294822,0.048079614,0.224723993,0.121287514,0.247830819,0.115782926,0.290374747
SC,Pickens,0.002806581,0.074281969,0.144412887,0.017965481,0.124968489,0.036149438,0.010369225,0.042720535,0.083575618,0.26455809,0.098079088,0.058921399,0.0411912,0.394618759,0.186461187,0.17960439,0.080802649,0.158513016
SC,Richland,0.005394575,0.040942673,0.073645721,0.016494277,0.113115781,0.057171479,0.01964487,0.089463798,0.107205289,0.252267775,0.098444739,0.045806306,0.080402715,0.432532746,0.160039069,0.237010694,0.065290891,0.1051266
SC,Spartanburg,0.010514379,0.065877091,0.19408448,0.02162724,0.125095285,0.065026617,0.01345009,0.05375626,0.091700003,0.204491763,0.072252496,0.051519829,0.030604467,0.344158503,0.149979526,0.198872334,0.106183261,0.200806375
SC,Sumter,0.010049523,0.071965213,0.185698756,0.00959053,0.13818094,0.05184201,0.011933808,0.032491847,0.12064259,0.194685348,0.073414664,0.049764464,0.049740307,0.34651528,0.157893465,0.220823771,0.077207392,0.197560092
SC,Union,0.021782938,0.04730832,0.251319451,0,0.080798388,0.090778236,0.016984934,0.016793014,0.078111506,0.260531619,0.011035409,0.061510412,0.063045773,0.240092122,0.219748585,0.168985702,0.051434603,0.319738989
SC,Williamsburg,0.003847007,0.088185248,0.117037804,0.015240068,0.119479174,0.06562107,0.026485167,0.018273285,0.125027743,0.240363986,0.056299475,0.075164608,0.048975364,0.222608567,0.18399053,0.316416365,0.125915514,0.151069024
SC,York,0.002998769,0.069250809,0.143296785,0.034160202,0.113702728,0.072528699,0.015645129,0.085089176,0.110274541,0.184470814,0.074053133,0.053090378,0.041438837,0.402421917,0.129791589,0.214587329,0.095259225,0.157939939
SD,Brookings,0.054919546,0.023476655,0.240833553,0.014508045,0.144552888,0.019308889,0.013716697,0.050857294,0.083513585,0.211448167,0.103139013,0.013400158,0.026325508,0.397889739,0.10957531,0.235874439,0.063149565,0.193510947
SD,Brown,0.049771137,0.072815279,0.092281791,0.039143473,0.149576472,0.054137949,0.010943337,0.073972747,0.065607408,0.188930394,0.09464934,0.074551481,0.033619193,0.357184195,0.148839901,0.232651129,0.124901352,0.136423423
SD,Codington,0.062054731,0.05832612,0.214261935,0.023237233,0.14321859,0.023237233,0.010986084,0.038684333,0.030494707,0.254211332,0.054730674,0.030428124,0.056128903,0.396897263,0.115720088,0.217990545,0.096810706,0.172581397
SD,Davison,0.04084232,0.048484334,0.110299737,0.018850301,0.196654496,0.031162435,0.013585803,0.049248535,0.027511251,0.240808355,0.083552687,0.104695593,0.034304152,0.237157171,0.25048824,0.194871359,0.126432878,0.191050352
SD,Lawrence,0.038489374,0.098953879,0.057569577,0,0.146654385,0.049476939,0.028949273,0.047174156,0.076123429,0.26942562,0.141061912,0.033357458,0.012763998,0.357391934,0.210671755,0.211329693,0.097901178,0.122705441
SD,Lincoln,0.027600247,0.040485517,0.100530873,0.04254716,0.116895165,0.022678074,0.014431502,0.130141223,0.089655706,0.273683125,0.050716421,0.063885166,0.02674982,0.472605917,0.164854139,0.188434182,0.078754768,0.095350995
SD,Meade,0.054560316,0.096791772,0.07315578,0.015189701,0.0978135,0.070363054,0.003950685,0.072202166,0.058579116,0.274163885,0.10442068,0.033580819,0.045228527,0.29044343,0.218990532,0.270962468,0.099175805,0.120427764
SD,Minnehaha,0.019387269,0.095785337,0.087107826,0.025546953,0.120702833,0.058782271,0.017831611,0.121727949,0.07600241,0.225669247,0.088762398,0.039592831,0.023101064,0.402708463,0.154432725,0.202235471,0.105119282,0.13550406
SD,Pennington,0.026740416,0.086045532,0.063572593,0.016850125,0.136247917,0.059030385,0.010861005,0.049121779,0.090734263,0.28114068,0.07608198,0.046301214,0.057272111,0.42376234,0.155424092,0.19568124,0.095441308,0.12969102
SD,Yankton,0.056767868,0.062618596,0.190464896,0.009645794,0.120098039,0.021268185,0.016998735,0.058191018,0.043010753,0.24470272,0.061432638,0.074794434,0.040006325,0.341872233,0.189911448,0.19441809,0.085784314,0.188013915
TN,Anderson,0.006695711,0.088126078,0.179994737,0.016900091,0.093096693,0.052279173,0.005350721,0.039911114,0.126429052,0.246454782,0.056548054,0.061138563,0.027075232,0.377386626,0.12648753,0.173094354,0.125434929,0.197596562
TN,Bedford,0.009497591,0.088827713,0.192200046,0.014774031,0.132461574,0.070383115,0.000412939,0.065840789,0.052489103,0.227162193,0.06432668,0.045331498,0.036292728,0.271346639,0.155310851,0.190364763,0.117916953,0.265060794
TN,Blount,0.010722179,0.085867033,0.151902515,0.016456604,0.12264799,0.058314915,0.007840033,0.071859507,0.089839317,0.223881489,0.080013141,0.049997013,0.030658264,0.350830297,0.136834717,0.20779822,0.141210202,0.163326564
TN,Bradley,0.003471857,0.082104156,0.205744345,0.019126775,0.115455024,0.074928985,0.002714361,0.058306155,0.061988427,0.221062599,0.05054182,0.087154129,0.017401368,0.345418201,0.120757496,0.229963177,0.075665439,0.228195686
TN,Campbell,0.004489898,0.140683462,0.214891494,0.016961836,0.095347967,0.066724869,0,0.054627089,0.055437765,0.199738089,0.049950112,0.042591669,0.05855575,0.238899975,0.149413819,0.208593165,0.140309304,0.262783737
TN,Carroll,0.023050908,0.053399786,0.235671057,0.003559986,0.065503738,0.043431826,0.008187967,0.027322891,0.041473834,0.274474902,0.120772517,0.05758277,0.045567818,0.378248487,0.172837309,0.119615522,0.088732645,0.240566038
TN,Carter,0.011080083,0.071344924,0.100486443,0.015764346,0.193811368,0.049545086,0.012926763,0.058057833,0.067831727,0.232546617,0.098369516,0.06706603,0.021169264,0.252499775,0.260291866,0.275020268,0.079091974,0.133096117
TN,Cheatham,0.026708775,0.072727273,0.098308143,0.016918565,0.136837356,0.082246785,0.002300925,0.048545003,0.110444394,0.263749154,0.056846379,0.028693887,0.055673359,0.392285134,0.133453643,0.198330702,0.118429957,0.157500564
TN,Claiborne,0.002656042,0.081820865,0.213958979,0.022281245,0.071713147,0.092666372,0,0.080492843,0.050538586,0.219344843,0.06094142,0.04884167,0.054743987,0.231149476,0.188136344,0.168953814,0.103511878,0.308248488
TN,Cocke,0.016652789,0.058156664,0.233395248,0.054954205,0.116569525,0.053288926,0.012425543,0.033113431,0.053993467,0.125024018,0.1778646,0.056427336,0.008134247,0.276500352,0.203676423,0.177992698,0.068596682,0.273233844
TN,Coffee,0.00319052,0.090056214,0.244112732,0.037222729,0.091081738,0.048351565,0.007368581,0.040223336,0.045616834,0.196027043,0.108933455,0.039425706,0.048389547,0.295844728,0.141294439,0.202597995,0.162336676,0.197926162
TN,Cumberland,0.010264578,0.06238386,0.154765065,0.006459605,0.153437749,0.067516149,0.016812671,0.067117954,0.056410937,0.196133086,0.109503584,0.037430316,0.061764446,0.223564286,0.231351208,0.225378285,0.105477391,0.214228829
TN,Davidson,0.001138218,0.062957017,0.073845792,0.026782055,0.097761418,0.053172521,0.0283954,0.085961546,0.145321168,0.236503896,0.102799859,0.049113052,0.036248058,0.480377491,0.142003107,0.201075564,0.066376891,0.110166947
TN,DeKalb,0.055211558,0.050954592,0.291408669,0,0.089138287,0.086429309,0.003353973,0.036377709,0.061403509,0.153121775,0.07997936,0.058565531,0.034055728,0.223684211,0.067724458,0.188854489,0.155701754,0.364035088
TN,Dickson,0.00276806,0.123063319,0.165699127,0.0077275,0.107646765,0.074852947,0.004997886,0.032101803,0.082465111,0.225173965,0.090692399,0.040867325,0.041943793,0.293298989,0.183037945,0.198838953,0.113029103,0.21179501
TN,Dyer,0.017065905,0.09786521,0.198647139,0.003971702,0.171217575,0.040647884,0.008874271,0.040523768,0.051197716,0.156323694,0.114993174,0.036614124,0.062057838,0.307496587,0.117661661,0.249534566,0.152662281,0.172644905
TN,Fayette,0.008692726,0.086983344,0.126745555,0.025349111,0.091750322,0.117211598,0.015422579,0.051202961,0.108518872,0.213504571,0.061465986,0.053670574,0.039481801,0.443160787,0.108350625,0.166676014,0.081767708,0.200044866
TN,Franklin,0.009357762,0.051861702,0.169424744,0.014430654,0.126280536,0.031717888,0.021670607,0.033490938,0.051566194,0.192228132,0.154058314,0.059446414,0.084466115,0.280585106,0.234535067,0.176861702,0.139873916,0.168144208
TN,Gibson,0.020922002,0.044621657,0.200439048,0.014381076,0.109045294,0.085390439,0.003449666,0.058823529,0.04480086,0.229559608,0.088840106,0.085480041,0.014246674,0.356525245,0.124367188,0.237847767,0.075982259,0.205277541
TN,Giles,0.002107926,0.083333333,0.221332209,0.058881394,0.106379989,0.031759415,0.01004778,0.10841765,0.053892636,0.198636875,0.041736931,0.027192243,0.056281619,0.348159078,0.097245644,0.258783024,0.087268128,0.208544126
TN,Grainger,0,0.092074343,0.131168554,0.035462508,0.153920103,0.04934843,0.005661184,0.047212134,0.052766503,0.270668661,0.044114505,0.094210639,0.023392438,0.274941252,0.203909421,0.222174749,0.108203375,0.190771203
TN,Greene,0.008200175,0.04754805,0.223770784,0.032962759,0.164327618,0.077237222,0.026545231,0.040385052,0.085793926,0.166175088,0.054160049,0.0355557,0.037338346,0.282695362,0.127767154,0.240560075,0.092341101,0.256636308
TN,Hamblen,0.011826289,0.076696394,0.180302443,0.021132222,0.17165568,0.05653354,0.011283443,0.030903451,0.063745638,0.193020551,0.126172935,0.036603335,0.020124079,0.254051958,0.2654905,0.259170221,0.076424971,0.14486235
TN,Hamilton,0.007864742,0.069659928,0.13465825,0.030804031,0.094206288,0.081459793,0.009923114,0.087398251,0.104949449,0.21569426,0.084717965,0.04405136,0.034612569,0.420122512,0.146947941,0.208968778,0.070358894,0.153601876
TN,Hardeman,0.027758894,0.060276456,0.250623159,0.003059143,0.069113981,0.101518242,0.026625878,0.003738953,0.013936098,0.245297983,0.070586902,0.053478359,0.073985951,0.3239293,0.189666893,0.124858373,0.032177657,0.329367777
TN,Hardin,0,0.047861589,0.142210365,0.031611286,0.231223219,0.058290889,0.025062657,0.033794163,0.052550732,0.173821651,0.113105344,0.04575956,0.044708546,0.231384914,0.234457111,0.167353869,0.030964508,0.335839599
TN,Hawkins,0.014469216,0.065209902,0.214183769,0.009055564,0.103105468,0.079629903,0.003002116,0.039322801,0.067129288,0.243860426,0.07214922,0.035434815,0.053447512,0.292140361,0.195531276,0.148432502,0.094788129,0.269107732
TN,Henderson,0.009320695,0.077014218,0.129225908,0.011690363,0.129699842,0.050157978,0.010110585,0.067061611,0.017219589,0.308372828,0.109083728,0.045260664,0.035781991,0.32164297,0.220221169,0.161295419,0.113033175,0.183807267
TN,Henry,0.054518173,0.115121707,0.112537513,0.007752584,0.121207069,0.089946649,0.002750917,0.024924975,0.045181727,0.258502834,0.065605202,0.064438146,0.037512504,0.296765589,0.164304768,0.164138046,0.157302434,0.217489163
TN,Hickman,0.012715977,0.100757135,0.188507086,0.008542031,0.086390992,0.053193555,0.037177247,0.029120559,0.092118035,0.270724131,0.016210445,0.057852844,0.046689963,0.372354883,0.132983887,0.133663366,0.170161134,0.190836731
TN,Jefferson,0.010072724,0.089943994,0.116985706,0.034146953,0.147162083,0.090905291,0.014335869,0.023238318,0.066914654,0.187327593,0.139053749,0.035024659,0.044888406,0.314553206,0.198863161,0.169021149,0.108292234,0.20927025
TN,Johnson,,,,,,,,,,,,,,0.312396195,0.199758418,0.190246112,0.12109316,0.176506115
TN,Knox,0.002978875,0.073789212,0.079320817,0.026863659,0.128604645,0.047757156,0.021315504,0.067781814,0.141587575,0.24503314,0.082729973,0.051973091,0.030264541,0.451820837,0.151153073,0.215025114,0.06543595,0.116565026
TN,Lauderdale,0.012849414,0.0246844,0.324954914,0.017696123,0.0875789,0.087917042,0.004846709,0.021753832,0.060302074,0.171325518,0.066614067,0.059851217,0.059625789,0.200405771,0.198038774,0.140103697,0.079350766,0.382100992
TN,Lawrence,0.023381117,0.045724172,0.186999506,0.008699951,0.13311913,0.07266436,0.008897677,0.045229857,0.072516065,0.271082551,0.040237271,0.062778052,0.028670292,0.307217004,0.191398913,0.161146812,0.091250618,0.248986653
TN,Lincoln,0.033227161,0.049804546,0.223686116,0.028015057,0.095700014,0.035036919,0.007600985,0.029752425,0.132546692,0.197987549,0.077602432,0.062762415,0.026277689,0.363978572,0.159041552,0.153757058,0.119588823,0.203633994
TN,Loudon,0.006076176,0.065329092,0.119117527,0.0194927,0.166748226,0.069366283,0.013171846,0.060965663,0.1089226,0.216662589,0.04473534,0.064024142,0.045387815,0.372114836,0.130617405,0.212503058,0.111002365,0.173762336
TN,McMinn,0.013191041,0.049832822,0.227087436,0.027847753,0.135482984,0.068749141,0.021206431,0.036137956,0.0802455,0.165208629,0.107864242,0.053863418,0.013282646,0.294325104,0.196445747,0.190308249,0.048825173,0.270095727
TN,McNairy,0.018601413,0.042872774,0.336516463,0.009648861,0.132895653,0.067442554,0.002586293,0.018302994,0.031035512,0.217646474,0.044066448,0.037899135,0.040485427,0.288769522,0.106535363,0.225902716,0.085745549,0.293046852
TN,Macon,0.01740675,0.132060391,0.178596803,0.020248668,0.065275311,0.042184725,0,0.052753108,0.097602131,0.155861456,0.102664298,0.058081705,0.077264654,0.232238011,0.18357016,0.191207815,0.172912966,0.220071048
TN,Madison,0.004243601,0.037424947,0.159699336,0.029885784,0.115186673,0.046589319,0.001738071,0.035777166,0.097015936,0.297503499,0.078190601,0.05796578,0.038779288,0.406663356,0.173807052,0.185838111,0.052661279,0.181030202
TN,Marion,0.018130841,0.135233645,0.144485981,0.012149533,0.076728972,0.089158879,0,0.10588785,0.074018692,0.22271028,0.033457944,0.032242991,0.055794393,0.319158879,0.146542056,0.171775701,0.167663551,0.194859813
TN,Marshall,0.008637995,0.096173733,0.233408358,0.03710688,0.10748829,0.043189975,0.003102378,0.042460004,0.096782043,0.183466148,0.032422897,0.0748829,0.040878399,0.34679725,0.144716832,0.202262911,0.117464566,0.18875844
TN,Maury,0.004964063,0.053799713,0.125021562,0.034173455,0.12272161,0.051883086,0.00816483,0.094566363,0.094202204,0.238140872,0.089161476,0.048145664,0.035055103,0.401878294,0.138955438,0.254988021,0.074154288,0.130023958
TN,Monroe,0.024400395,0.099474533,0.330627959,0.002237136,0.068987045,0.041100879,0.009832995,0.011133656,0.080588939,0.183653296,0.063732376,0.047083919,0.037146871,0.196920035,0.150408407,0.15576713,0.157484002,0.339420426
TN,Montgomery,0.003787879,0.062663544,0.1280915,0.014866633,0.15229594,0.043492023,0.020384908,0.036675952,0.106229425,0.20335317,0.106503756,0.048050139,0.073605132,0.347587997,0.191419769,0.202772854,0.093145944,0.165073436
TN,Morgan,0.012253321,0.02489359,0.129240294,0.04320908,0.098155553,0.151683219,0,0.081129885,0.083451567,0.155810654,0.031729653,0.074680769,0.113762415,0.274861344,0.187669289,0.141493615,0.128595382,0.267380369
TN,Obion,0.034639861,0.089962395,0.182745155,0.024732427,0.151070292,0.078536303,0.005062193,0.019814868,0.045125832,0.158085045,0.078247035,0.051489731,0.080488863,0.274804744,0.158085045,0.216734163,0.111006653,0.239369395
TN,Overton,0.031664439,0.0900586,0.218361262,0.016860286,0.044309654,0.11164799,0.008635756,0.039477742,0.058394161,0.185977177,0.063637298,0.100956102,0.030019533,0.327747507,0.166238306,0.126452144,0.147219081,0.232342963
TN,Putnam,0.016023514,0.069996207,0.122451882,0.014980563,0.115625296,0.070896938,0.021499004,0.053711956,0.058500047,0.1987532,0.132999905,0.063904428,0.060657059,0.392054613,0.179008249,0.174006827,0.094979615,0.159950697
TN,Rhea,0.007202967,0.030737413,0.345100556,0.007702182,0.110825845,0.048352589,0,0.058479532,0.084082157,0.218870347,0.048067323,0.011196691,0.029382399,0.285337327,0.142775638,0.142704322,0.030808729,0.398373984
TN,Roane,0.0053651,0.056015277,0.176229881,0.040465582,0.066199873,0.056060744,0.009502592,0.0272347,0.161862326,0.240156406,0.072747113,0.054878603,0.033281804,0.363917432,0.167863963,0.219287078,0.068927889,0.180003637
TN,Robertson,0.02060009,0.075862069,0.134646962,0.023734886,0.133303478,0.092073444,0.002895955,0.050007464,0.092252575,0.21256904,0.075653083,0.0413196,0.045081355,0.384206598,0.136856247,0.200149276,0.100194059,0.17859382
TN,Rutherford,0.001346105,0.063223868,0.128461509,0.023384539,0.127126173,0.070928974,0.017973196,0.062254672,0.113126679,0.239391345,0.066217606,0.048319792,0.03824554,0.419898665,0.127831532,0.222705025,0.078386397,0.15117838
TN,Scott,0.030351608,0.105482526,0.189483809,0.005129849,0.127711873,0.042000641,0.002671797,0.040504435,0.039221973,0.282355456,0.078337074,0.0212675,0.035481458,0.316768195,0.216201774,0.13155926,0.074382815,0.261087956
TN,Sevier,0.002888543,0.114548778,0.122875905,0.007153657,0.162367702,0.035429784,0.006566922,0.040913502,0.090312098,0.14230587,0.183828673,0.046261819,0.044546747,0.326992079,0.190598696,0.195653646,0.128810958,0.157944621
TN,Shelby,0.003445237,0.049861672,0.090499913,0.022877126,0.105475617,0.143983561,0.011617659,0.055922649,0.102303737,0.218329508,0.094331619,0.050889116,0.050462585,0.374772006,0.164843503,0.215831593,0.060845426,0.183707471
TN,Smith,0.021887707,0.07699628,0.200536379,0.022406783,0.127865732,0.094039277,0.018600225,0.053551345,0.059174669,0.173544424,0.034518557,0.053637858,0.063240765,0.267497188,0.122242409,0.239640107,0.137209101,0.233411195
TN,Sullivan,0.00353837,0.072170797,0.148939982,0.022185727,0.143624963,0.038474171,0.019393849,0.042803822,0.075530009,0.247670947,0.090295611,0.056584055,0.038787698,0.392251418,0.142729173,0.21404897,0.087190206,0.163780233
TN,Sumner,0.001183005,0.057425862,0.110199908,0.031850901,0.151935917,0.074479177,0.017334028,0.057285505,0.10798428,0.20098049,0.062097728,0.069767209,0.057475989,0.377107854,0.124215507,0.247328214,0.076063201,0.175285224
TN,Tipton,0.010171573,0.099834952,0.110313592,0.021341112,0.152995816,0.070663647,0.011553372,0.032280352,0.094115841,0.226423061,0.061413273,0.065021303,0.043872107,0.370014969,0.126588109,0.215253522,0.13230722,0.15583618
TN,Union,0.014921533,0.207486493,0.095832261,0.00295858,0.147157191,0.05364034,0.024183175,0.042063288,0.080782094,0.237072292,0.052096733,0.030486236,0.011319784,0.312451762,0.111011063,0.244661693,0.132364291,0.199511191
TN,Warren,0.037511674,0.069212411,0.221593857,0.024073882,0.112119954,0.053232334,0.02173913,0.084829304,0.080315451,0.209401266,0.046176196,0.019196845,0.020597696,0.324219155,0.118449725,0.208311715,0.081768185,0.267251219
TN,Washington,0.007385943,0.055087482,0.102300824,0.013464779,0.137356494,0.051465377,0.014267941,0.062819887,0.089859683,0.286917904,0.097592088,0.054457551,0.027024048,0.440652609,0.161325375,0.219137309,0.063575804,0.115308903
TN,Weakley,0.023254269,0.037339712,0.19294399,0.024715966,0.117002193,0.030762076,0.019334264,0.034482759,0.023453591,0.322968574,0.067171617,0.058401435,0.048169557,0.392664939,0.140787988,0.122915421,0.096339114,0.247292539
TN,White,0.012442266,0.047883872,0.26270148,0.016589688,0.088604015,0.042039778,0.005372797,0.026486945,0.054859082,0.280987841,0.089169573,0.055707418,0.017155246,0.311904986,0.208973513,0.167687812,0.05759261,0.253841078
TN,Williamson,0.005658479,0.045040888,0.073855255,0.043134555,0.114561506,0.037317215,0.025130304,0.114236219,0.157643107,0.233253398,0.081533539,0.039284066,0.029351469,0.571521511,0.104855853,0.231210899,0.027331664,0.065080074
TN,Wilson,0.004581091,0.086813671,0.109345158,0.023519827,0.119535747,0.070345786,0.021957181,0.066899951,0.106259933,0.216246177,0.087655096,0.049817691,0.037022692,0.449788308,0.120764495,0.201541277,0.087988995,0.139916926
TX,Anderson,0.070898888,0.085329191,0.113137589,0.019440826,0.180428901,0.049704379,0.017887564,0.026305241,0.035324181,0.196612887,0.051608378,0.029211344,0.124110632,0.296472592,0.158031867,0.243411163,0.116845375,0.185239002
TX,Angelina,0.025761932,0.086285221,0.137607821,0.016273721,0.137291547,0.054744106,0.006325474,0.03079356,0.080419781,0.261098332,0.084790109,0.029700978,0.048907418,0.300488787,0.237837838,0.192725704,0.1146636,0.154284071
TX,Aransas,,,,,,,,,,,,,,0.535096391,0.226396441,0.127409787,0.075630252,0.035467128
TX,Atascosa,0.055473054,0.06102994,0.073341317,0.028886228,0.169964072,0.065245509,0.004071856,0.110754491,0.062898204,0.175281437,0.101461078,0.057101796,0.034491018,0.278035928,0.154682635,0.267401198,0.150083832,0.149796407
TX,Austin,0.07534891,0.125215619,0.095969892,0.016465423,0.151795515,0.027128744,0.000627254,0.042496472,0.142151482,0.177512937,0.009016779,0.071506978,0.064763996,0.300219539,0.175474361,0.212639172,0.188176258,0.12349067
TX,Bandera,0.007838505,0.068828519,0.089552239,0.008375389,0.18705036,0.016321271,0,0.071190809,0.108450553,0.287018147,0.097498121,0.039192527,0.018683561,0.442499732,0.185332331,0.22377322,0.106947278,0.041447439
TX,Bastrop,0.017141876,0.128896612,0.061101457,0.008410032,0.077149171,0.099504409,0.007487503,0.043487589,0.131385295,0.217695394,0.090686748,0.02731115,0.089742765,0.390637403,0.165239965,0.160326961,0.159146982,0.124648688
TX,Bee,0.059701493,0.094245752,0.018774054,0.028724303,0.168966488,0.045245471,0,0.009387027,0.0451516,0.308176101,0.008354454,0.049657374,0.163615883,0.313432836,0.265840608,0.196470478,0.140805407,0.083450671
TX,Bell,0.00874883,0.060299425,0.065733191,0.022777704,0.125945729,0.082542441,0.01547253,0.0462104,0.090261997,0.261876754,0.10815399,0.041645502,0.070331506,0.337073921,0.176253175,0.231580003,0.102018447,0.153074455
TX,Bexar,0.010345516,0.086608511,0.05959693,0.020601801,0.105108065,0.055718556,0.013562091,0.089824023,0.12600518,0.23672313,0.100372434,0.04864804,0.046885722,0.389967218,0.180792119,0.219123324,0.102083763,0.108033576
TX,Bowie,0.01480293,0.042700758,0.125721384,0.020392847,0.131492456,0.022100877,0.009445925,0.059574028,0.049429363,0.239486556,0.152454647,0.038094252,0.094303978,0.37690536,0.190704174,0.23004063,0.090939675,0.11141016
TX,Brazoria,0.016082435,0.114367126,0.120966646,0.015640578,0.095701532,0.065309753,0.00625963,0.07198858,0.103717257,0.229821898,0.071093538,0.042191607,0.046859422,0.438553657,0.131627844,0.176946433,0.127945708,0.124926357
TX,Brazos,0.010266421,0.079103857,0.057549796,0.024934027,0.125384087,0.049786719,0.014007881,0.049208329,0.083586379,0.33280013,0.114982106,0.031603586,0.026786683,0.437949608,0.184876911,0.206900915,0.082917616,0.087354951
TX,Brown,0.054989075,0.055231852,0.105183297,0.013109978,0.104454965,0.069980578,0.00139597,0.032168002,0.043942705,0.265962612,0.098142753,0.102330663,0.05310755,0.330237922,0.186513717,0.152342802,0.114105365,0.216800194
TX,Burnet,0.017491468,0.118984642,0.076578498,0.007892491,0.208447099,0.032892491,0.00524744,0.049616041,0.077389078,0.182721843,0.13105802,0.044069966,0.047610922,0.388481229,0.170392491,0.223634812,0.100127986,0.117363481
