"Label (Grouping)","Total:","Total:!!Owner occupied","Total:!!Renter occupied"
"Bastrop County, Texas","","",""
"    Estimate","36,341","29,090","7,251"
"Bell County, Texas","","",""
"    Estimate","139,582","76,198","63,384"
"Bexar County, Texas","","",""
"    Estimate","742,836","441,499","301,337"
"Bowie County, Texas","","",""
"    Estimate","34,038","21,960","12,078"
"Brazoria County, Texas","","",""
"    Estimate","130,734","96,527","34,207"
"Brazos County, Texas","","",""
"    Estimate","86,154","42,047","44,107"
"Cameron County, Texas","","",""
"    Estimate","135,734","87,833","47,901"
"Collin County, Texas","","",""
"    Estimate","399,810","258,562","141,248"
"Comal County, Texas","","",""
"    Estimate","67,392","49,519","17,873"
"Coryell County, Texas","","",""
"    Estimate","26,980","15,485","11,495"
"Dallas County, Texas","","",""
"    Estimate","975,062","492,753","482,309"
"Denton County, Texas","","",""
"    Estimate","350,081","228,352","121,729"
"Ector County, Texas","","",""
"    Estimate","64,169","43,145","21,024"
"Ellis County, Texas","","",""
"    Estimate","69,223","52,769","16,454"
"El Paso County, Texas","","",""
"    Estimate","298,059","194,311","103,748"
"Fort Bend County, Texas","","",""
"    Estimate","283,446","222,933","60,513"
"Galveston County, Texas","","",""
"    Estimate","144,182","97,487","46,695"
"Grayson County, Texas","","",""
"    Estimate","56,005","37,773","18,232"
"Gregg County, Texas","","",""
"    Estimate","46,766","28,155","18,611"
"Guadalupe County, Texas","","",""
"    Estimate","61,414","48,310","13,104"
"Harris County, Texas","","",""
"    Estimate","1,735,020","949,500","785,520"
"Harrison County, Texas","","",""
"    Estimate","25,866","20,322","5,544"
"Hays County, Texas","","",""
"    Estimate","94,205","59,665","34,540"
"Henderson County, Texas","","",""
"    Estimate","32,576","24,594","7,982"
"Hidalgo County, Texas","","",""
"    Estimate","268,598","174,927","93,671"
"Hunt County, Texas","","",""
"    Estimate","37,206","25,254","11,952"
"Jefferson County, Texas","","",""
"    Estimate","94,828","58,748","36,080"
"Johnson County, Texas","","",""
"    Estimate","64,338","49,582","14,756"
"Kaufman County, Texas","","",""
"    Estimate","50,212","39,300","10,912"
"Liberty County, Texas","","",""
"    Estimate","29,290","24,081","5,209"
"Lubbock County, Texas","","",""
"    Estimate","124,689","70,118","54,571"
"McLennan County, Texas","","",""
"    Estimate","97,065","59,251","37,814"
"Midland County, Texas","","",""
"    Estimate","66,052","46,286","19,766"
"Montgomery County, Texas","","",""
"    Estimate","232,095","172,149","59,946"
"Nueces County, Texas","","",""
"    Estimate","127,624","76,586","51,038"
"Orange County, Texas","","",""
"    Estimate","31,323","24,675","6,648"
"Parker County, Texas","","",""
"    Estimate","55,525","44,855","10,670"
"Potter County, Texas","","",""
"    Estimate","44,472","25,542","18,930"
"Randall County, Texas","","",""
"    Estimate","56,509","38,561","17,948"
"Rockwall County, Texas","","",""
"    Estimate","39,329","33,817","5,512"
"San Patricio County, Texas","","",""
"    Estimate","25,495","16,396","9,099"
"Smith County, Texas","","",""
"    Estimate","81,175","55,943","25,232"
"Starr County, Texas","","",""
"    Estimate","19,460","14,236","5,224"
"Tarrant County, Texas","","",""
"    Estimate","771,657","451,108","320,549"
"Taylor County, Texas","","",""
"    Estimate","55,974","33,511","22,463"
"Tom Green County, Texas","","",""
"    Estimate","45,516","30,961","14,555"
"Travis County, Texas","","",""
"    Estimate","567,627","297,139","270,488"
"Victoria County, Texas","","",""
"    Estimate","36,753","23,125","13,628"
"Walker County, Texas","","",""
"    Estimate","24,704","12,951","11,753"
"Webb County, Texas","","",""
"    Estimate","78,730","50,196","28,534"
"Wichita County, Texas","","",""
"    Estimate","49,071","30,857","18,214"
"Williamson County, Texas","","",""
"    Estimate","241,836","164,286","77,550"
"Wise County, Texas","","",""
"    Estimate","24,449","20,549","3,900"
"Cache County, Utah","","",""
"    Estimate","43,099","27,925","15,174"
"Davis County, Utah","","",""
"    Estimate","114,119","87,476","26,643"
"Salt Lake County, Utah","","",""
"    Estimate","420,303","276,964","143,339"
"Tooele County, Utah","","",""
"    Estimate","23,495","20,184","3,311"
"Utah County, Utah","","",""
"    Estimate","194,258","133,839","60,419"
"Washington County, Utah","","",""
"    Estimate","68,090","47,688","20,402"
"Weber County, Utah","","",""
"    Estimate","92,869","68,371","24,498"
"Chittenden County, Vermont","","",""
"    Estimate","70,730","42,850","27,880"
"Albemarle County, Virginia","","",""
"    Estimate","45,195","30,934","14,261"
"Arlington County, Virginia","","",""
"    Estimate","108,396","47,577","60,819"
"Augusta County, Virginia","","",""
"    Estimate","30,186","23,524","6,662"
"Bedford County, Virginia","","",""
"    Estimate","33,397","27,568","5,829"
"Chesterfield County, Virginia","","",""
"    Estimate","136,070","103,321","32,749"
"Fairfax County, Virginia","","",""
"    Estimate","410,660","284,607","126,053"
"Fauquier County, Virginia","","",""
"    Estimate","26,887","19,748","7,139"
"Frederick County, Virginia","","",""
"    Estimate","34,581","25,966","8,615"
"Hanover County, Virginia","","",""
"    Estimate","42,274","35,053","7,221"
"Henrico County, Virginia","","",""
"    Estimate","137,035","89,838","47,197"
"James City County, Virginia","","",""
"    Estimate","31,060","24,197","6,863"
"Loudoun County, Virginia","","",""
"    Estimate","141,935","109,671","32,264"
"Montgomery County, Virginia","","",""
"    Estimate","37,796","20,594","17,202"
"Prince William County, Virginia","","",""
"    Estimate","154,619","118,259","36,360"
"Roanoke County, Virginia","","",""
"    Estimate","39,093","30,447","8,646"
"Rockingham County, Virginia","","",""
"    Estimate","32,551","26,026","6,525"
"Spotsylvania County, Virginia","","",""
"    Estimate","51,179","42,024","9,155"
"Stafford County, Virginia","","",""
"    Estimate","51,007","40,240","10,767"
"York County, Virginia","","",""
"    Estimate","26,641","18,991","7,650"
"Alexandria city, Virginia","","",""
"    Estimate","72,024","31,137","40,887"
"Chesapeake city, Virginia","","",""
"    Estimate","93,849","69,186","24,663"
"Hampton city, Virginia","","",""
"    Estimate","58,181","31,662","26,519"
"Lynchburg city, Virginia","","",""
"    Estimate","28,346","14,756","13,590"
"Newport News city, Virginia","","",""
"    Estimate","77,489","36,527","40,962"
"Norfolk city, Virginia","","",""
"    Estimate","97,596","44,867","52,729"
"Portsmouth city, Virginia","","",""
"    Estimate","40,827","22,918","17,909"
"Richmond city, Virginia","","",""
"    Estimate","99,929","44,985","54,944"
"Roanoke city, Virginia","","",""
"    Estimate","42,455","21,998","20,457"
"Suffolk city, Virginia","","",""
"    Estimate","37,383","26,651","10,732"
"Virginia Beach city, Virginia","","",""
"    Estimate","182,775","119,144","63,631"
"Benton County, Washington","","",""
"    Estimate","76,855","50,719","26,136"
"Chelan County, Washington","","",""
"    Estimate","32,050","19,398","12,652"
"Clallam County, Washington","","",""
"    Estimate","34,773","26,291","8,482"
"Clark County, Washington","","",""
"    Estimate","193,919","126,805","67,114"
"Cowlitz County, Washington","","",""
"    Estimate","43,204","28,029","15,175"
"Franklin County, Washington","","",""
"    Estimate","28,989","21,714","7,275"
"Grant County, Washington","","",""
"    Estimate","35,572","21,756","13,816"
"Grays Harbor County, Washington","","",""
"    Estimate","30,500","21,227","9,273"
"Island County, Washington","","",""
"    Estimate","35,976","28,634","7,342"
"King County, Washington","","",""
"    Estimate","924,763","523,304","401,459"
"Kitsap County, Washington","","",""
"    Estimate","106,399","74,006","32,393"
"Lewis County, Washington","","",""
"    Estimate","32,304","24,370","7,934"
"Mason County, Washington","","",""
"    Estimate","25,036","20,697","4,339"
"Pierce County, Washington","","",""
"    Estimate","347,668","227,341","120,327"
"Skagit County, Washington","","",""
"    Estimate","51,971","36,970","15,001"
"Snohomish County, Washington","","",""
"    Estimate","312,365","216,346","96,019"
"Spokane County, Washington","","",""
"    Estimate","217,920","139,919","78,001"
"Thurston County, Washington","","",""
"    Estimate","117,186","77,828","39,358"
"Whatcom County, Washington","","",""
"    Estimate","92,219","55,806","36,413"
"Yakima County, Washington","","",""
"    Estimate","86,992","53,714","33,278"
"Berkeley County, West Virginia","","",""
"    Estimate","50,841","39,040","11,801"
"Cabell County, West Virginia","","",""
"    Estimate","39,631","26,289","13,342"
"Harrison County, West Virginia","","",""
"    Estimate","26,143","19,587","6,556"
"Kanawha County, West Virginia","","",""
"    Estimate","77,634","53,615","24,019"
"Monongalia County, West Virginia","","",""
"    Estimate","42,710","24,903","17,807"
"Raleigh County, West Virginia","","",""
"    Estimate","29,505","21,867","7,638"
"Wood County, West Virginia","","",""
"    Estimate","35,756","28,494","7,262"
"Brown County, Wisconsin","","",""
"    Estimate","110,225","71,404","38,821"
"Chippewa County, Wisconsin","","",""
"    Estimate","26,791","19,415","7,376"
"Dane County, Wisconsin","","",""
"    Estimate","243,924","140,994","102,930"
"Dodge County, Wisconsin","","",""
"    Estimate","36,286","26,537","9,749"
"Eau Claire County, Wisconsin","","",""
"    Estimate","43,253","28,081","15,172"
"Fond du Lac County, Wisconsin","","",""
"    Estimate","42,758","31,897","10,861"
"Jefferson County, Wisconsin","","",""
"    Estimate","35,088","26,318","8,770"
"Kenosha County, Wisconsin","","",""
"    Estimate","67,810","45,190","22,620"
"La Crosse County, Wisconsin","","",""
"    Estimate","50,217","32,288","17,929"
"Manitowoc County, Wisconsin","","",""
"    Estimate","35,716","25,910","9,806"
"Marathon County, Wisconsin","","",""
"    Estimate","57,566","42,926","14,640"
"Milwaukee County, Wisconsin","","",""
"    Estimate","389,434","196,132","193,302"
"Outagamie County, Wisconsin","","",""
"    Estimate","77,071","54,283","22,788"
"Ozaukee County, Wisconsin","","",""
"    Estimate","36,144","28,345","7,799"
"Portage County, Wisconsin","","",""
"    Estimate","29,937","21,536","8,401"
"Racine County, Wisconsin","","",""
"    Estimate","79,068","52,982","26,086"
"Rock County, Wisconsin","","",""
"    Estimate","67,876","47,926","19,950"
"St. Croix County, Wisconsin","","",""
"    Estimate","36,873","30,485","6,388"
"Sauk County, Wisconsin","","",""
"    Estimate","27,524","20,466","7,058"
"Sheboygan County, Wisconsin","","",""
"    Estimate","49,416","35,750","13,666"
"Walworth County, Wisconsin","","",""
"    Estimate","43,086","30,796","12,290"
"Washington County, Wisconsin","","",""
"    Estimate","56,636","43,939","12,697"
"Waukesha County, Wisconsin","","",""
"    Estimate","167,089","127,158","39,931"
"Winnebago County, Wisconsin","","",""
"    Estimate","72,794","47,740","25,054"
"Wood County, Wisconsin","","",""
"    Estimate","31,890","23,169","8,721"
"Laramie County, Wyoming","","",""
"    Estimate","43,728","29,145","14,583"
"Natrona County, Wyoming","","",""
"    Estimate","33,203","24,215","8,988"
"Arecibo Municipio, Puerto Rico","","",""
"    Estimate","28,742","16,778","11,964"
"Bayamón Municipio, Puerto Rico","","",""
"    Estimate","66,385","45,673","20,712"
"Caguas Municipio, Puerto Rico","","",""
"    Estimate","47,586","31,865","15,721"
"Carolina Municipio, Puerto Rico","","",""
"    Estimate","58,930","39,719","19,211"
"Guaynabo Municipio, Puerto Rico","","",""
"    Estimate","32,826","24,346","8,480"
"Mayagüez Municipio, Puerto Rico","","",""
"    Estimate","27,447","13,709","13,738"
"Ponce Municipio, Puerto Rico","","",""
"    Estimate","50,007","35,773","14,234"
"San Juan Municipio, Puerto Rico","","",""
"    Estimate","135,865","70,013","65,852"
"Toa Alta Municipio, Puerto Rico","","",""
"    Estimate","20,918","17,421","3,497"
"Toa Baja Municipio, Puerto Rico","","",""
"    Estimate","28,276","20,613","7,663"
"Trujillo Alto Municipio, Puerto Rico","","",""
"    Estimate","24,898","20,727","4,171"
